Name,Timestamp,Status,Description,Vibration Frequency,Vibration Amplitude,Bearing Temperature,Motor Temperature,Belt Load,Torque,Noise Levels,Current and Voltage,Hydraulic Pressure,Belt Thickness,Roller Condition
Conveyor Belt 4,3/3/2024 5:45,,,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,,80.144
Conveyor Belt 4,3/3/2024 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.654,80.071
Conveyor Belt 4,3/3/2024 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.65375,79.998
Conveyor Belt 4,3/3/2024 6:30,Running,,1492.73,0.06,ERROR,81.415,1.07,285.96,57.92,14.33,379.4,1.6535,79.925
Conveyor Belt 4,3/3/2024 6:45,Running,,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378,1.65325,79.852
Conveyor Belt 4,3/3/2024 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.653,79.779
Conveyor Belt 4,3/3/2024 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.65275,79.706
Conveyor Belt 4,3/3/2024 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.6525,79.633
Conveyor Belt 4,3/3/2024 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.65225,79.56
Conveyor Belt 4,3/3/2024 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,ERROR,64.83,14.49,381.79,1.652,79.487
Conveyor Belt 4,3/3/2024 8:15,Running,,nan,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.65175,79.414
Conveyor Belt 4,3/3/2024 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,,79.341
Conveyor Belt 4,3/3/2024 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.65125,79.268
Conveyor Belt 4,3/3/2024 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,nan,59.02,15.69,377.59,1.651,79.195
Conveyor Belt 4,3/3/2024 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.65075,79.122
Conveyor Belt 4,3/3/2024 9:30,Running,,nan,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.6505,79.049
Conveyor Belt 4,3/3/2024 9:45,Running,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.65025,78.976
Conveyor Belt 4,3/3/2024 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.65,78.903
Conveyor Belt 4,3/3/2024 10:15,Running,,1500.92,nan,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.64975,78.83
Conveyor Belt 4,3/3/2024 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.6495,78.757
Conveyor Belt 4,3/3/2024 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.64925,78.684
Conveyor Belt 4,3/3/2024 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.649,78.611
Conveyor Belt 4,3/3/2024 11:15,Running,,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,nan,1.64875,78.538
Conveyor Belt 4,3/3/2024 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.6485,78.465
Conveyor Belt 4,3/3/2024 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.64825,78.392
Conveyor Belt 4,3/3/2024 12:00,Running,,1501.79,0.06,66.056,86.438,,311.46,59.18,15.91,383.77,1.648,78.319
Conveyor Belt 4,3/3/2024 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.64775,78.246
Conveyor Belt 4,3/3/2024 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.6475,78.173
Conveyor Belt 4,3/3/2024 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.64725,78.1
Conveyor Belt 4,3/3/2024 13:00,Running,,1494.09,0.05,67.409,87.401,nan,292.61,63.76,14.88,375.12,1.647,78.027
Conveyor Belt 4,3/3/2024 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.64675,77.954
Conveyor Belt 4,3/3/2024 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.6465,77.881
Conveyor Belt 4,3/3/2024 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.64625,77.808
Conveyor Belt 4,3/3/2024 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.646,77.735
Conveyor Belt 4,3/3/2024 14:15,Running,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.64575,
Conveyor Belt 4,3/3/2024 14:30,Running,,1503.61,0.05,ERROR,88.517,1.33,308.15,59.85,15.64,380.17,1.6455,77.589
Conveyor Belt 4,3/3/2024 14:45,ERROR,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.64525,77.516
Conveyor Belt 4,3/3/2024 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.645,77.443
Conveyor Belt 4,3/3/2024 15:15,Running,,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.64475,77.37
Conveyor Belt 4,3/3/2024 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.6445,77.297
Conveyor Belt 4,3/3/2024 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.64425,77.224
Conveyor Belt 4,3/3/2024 16:00,Running,,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.644,77.151
Conveyor Belt 4,3/3/2024 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.64375,77.078
Conveyor Belt 4,3/3/2024 16:30,Running,,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,,77.005
Conveyor Belt 4,3/3/2024 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.64325,76.932
Conveyor Belt 4,3/3/2024 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.643,76.859
Conveyor Belt 4,3/3/2024 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.64275,76.786
Conveyor Belt 4,3/3/2024 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.6425,76.713
Conveyor Belt 4,3/3/2024 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.64225,76.64
Conveyor Belt 4,3/3/2024 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.642,76.567
Conveyor Belt 4,3/3/2024 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,nan,1.64175,76.494
Conveyor Belt 4,3/3/2024 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.6415,
Conveyor Belt 4,3/3/2024 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.64125,76.348
Conveyor Belt 4,3/3/2024 19:00,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.641,76.275
Conveyor Belt 4,3/3/2024 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.64075,
Conveyor Belt 4,3/3/2024 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.6405,76.129
Conveyor Belt 4,3/3/2024 19:45,Running,,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.64025,76.056
Conveyor Belt 4,3/3/2024 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.64,75.983
Conveyor Belt 4,3/3/2024 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,,58.9,14.48,375.32,1.63975,75.91
Conveyor Belt 4,3/3/2024 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.6395,75.837
Conveyor Belt 4,3/3/2024 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,,75.764
Conveyor Belt 4,3/3/2024 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.639,75.691
Conveyor Belt 4,3/3/2024 21:15,Running,,1497.93,0.06,ERROR,93.487,1.34,308.1,59.28,15.68,380.92,1.63875,
Conveyor Belt 4,3/3/2024 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.6385,75.545
Conveyor Belt 4,3/3/2024 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.63825,75.472
Conveyor Belt 4,3/3/2024 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,nan,379.97,1.638,75.399
Conveyor Belt 4,3/3/2024 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.63775,75.326
Conveyor Belt 4,3/3/2024 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.6375,75.253
Conveyor Belt 4,3/3/2024 22:45,Running,,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.63725,75.18
Conveyor Belt 4,3/3/2024 23:00,Running,,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377,1.637,75.107
ERROR,3/3/2024 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.63675,75.034
Conveyor Belt 4,3/3/2024 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.6365,74.961
Conveyor Belt 4,3/3/2024 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.63625,74.888
Conveyor Belt 4,3/4/2024 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.636,74.815
Conveyor Belt 4,3/4/2024 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.63575,74.742
Conveyor Belt 4,3/4/2024 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.6355,74.669
Conveyor Belt 4,3/4/2024 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.63525,74.596
Conveyor Belt 4,3/4/2024 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.635,74.523
Conveyor Belt 4,3/4/2024 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.63475,74.45
Conveyor Belt 4,3/4/2024 1:30,Running,,1498.2,0.06,77.622,97.464,ERROR,285.96,59.25,14.91,383.54,1.6345,74.377
Conveyor Belt 4,3/4/2024 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.63425,74.304
Conveyor Belt 4,3/4/2024 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.634,74.231
Conveyor Belt 4,3/4/2024 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.63375,74.158
Conveyor Belt 4,3/4/2024 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.6335,74.085
Conveyor Belt 4,3/4/2024 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.63325,74.012
Conveyor Belt 4,3/4/2024 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 3:30,Maintenance,Check for Misalignment,1490,0.04,,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,ERROR,375,1.63325,
Conveyor Belt 4,3/4/2024 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.63325,74.012
Conveyor Belt 4,3/4/2024 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.633,73.939
Conveyor Belt 4,3/4/2024 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.63275,73.866
Conveyor Belt 4,3/4/2024 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.6325,73.793
Conveyor Belt 4,3/4/2024 5:30,Running,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.63225,73.72
Conveyor Belt 4,3/4/2024 5:45,Running,,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.632,73.647
Conveyor Belt 4,3/4/2024 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.63175,73.574
Conveyor Belt 4,3/4/2024 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.6315,73.501
Conveyor Belt 4,3/4/2024 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.63125,73.428
Conveyor Belt 4,3/4/2024 6:45,Running,,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378,1.631,73.355
Conveyor Belt 4,3/4/2024 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.63075,73.282
Conveyor Belt 4,3/4/2024 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.6305,73.209
Conveyor Belt 4,3/4/2024 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.63025,73.136
Conveyor Belt 4,3/4/2024 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.63,73.063
Conveyor Belt 4,3/4/2024 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,,381.79,1.62975,72.99
Conveyor Belt 4,3/4/2024 8:15,Running,,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.6295,72.917
Conveyor Belt 4,3/4/2024 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.62925,72.844
Conveyor Belt 4,3/4/2024 8:45,Running,,1494.47,ERROR,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.629,72.771
Conveyor Belt 4,3/4/2024 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.62875,72.698
Conveyor Belt 4,3/4/2024 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.6285,72.625
Conveyor Belt 4,3/4/2024 9:30,Running,,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.62825,72.552
Conveyor Belt 4,3/4/2024 9:45,Running,,1492.6,ERROR,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.628,72.479
Conveyor Belt 4,3/4/2024 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,,15.31,379.78,1.62775,72.406
Conveyor Belt 4,3/4/2024 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.6275,72.333
Conveyor Belt 4,3/4/2024 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.62725,72.26
Conveyor Belt 4,3/4/2024 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.627,72.187
Conveyor Belt 4,3/4/2024 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.62675,72.114
Conveyor Belt 4,3/4/2024 11:15,Running,,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.6265,72.041
Conveyor Belt 4,3/4/2024 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.62625,71.968
Conveyor Belt 4,3/4/2024 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.626,71.895
Conveyor Belt 4,3/4/2024 12:00,Running,,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.62575,71.822
Conveyor Belt 4,3/4/2024 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,ERROR,56.59,14.8,383.99,1.6255,71.749
Conveyor Belt 4,3/4/2024 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.62525,71.676
Conveyor Belt 4,3/4/2024 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.625,71.603
Conveyor Belt 4,3/4/2024 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.62475,71.53
Conveyor Belt 4,3/4/2024 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.6245,71.457
Conveyor Belt 4,3/4/2024 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.62425,71.384
Conveyor Belt 4,3/4/2024 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.624,71.311
Conveyor Belt 4,3/4/2024 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.62375,71.238
Conveyor Belt 4,3/4/2024 14:15,Running,,,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,,71.165
Conveyor Belt 4,3/4/2024 14:30,Running,,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.62325,71.092
Conveyor Belt 4,3/4/2024 14:45,Running,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.623,71.019
Conveyor Belt 4,3/4/2024 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.62275,70.946
Conveyor Belt 4,3/4/2024 15:15,Running,,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.6225,70.873
Conveyor Belt 4,3/4/2024 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.62225,
Conveyor Belt 4,3/4/2024 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.622,70.727
Conveyor Belt 4,3/4/2024 16:00,Running,,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.62175,70.654
Conveyor Belt 4,3/4/2024 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.6215,70.581
Conveyor Belt 4,3/4/2024 16:30,Running,,1508.89,ERROR,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.62125,70.508
Conveyor Belt 4,3/4/2024 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.621,70.435
Conveyor Belt 4,3/4/2024 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.62075,70.362
Conveyor Belt 4,3/4/2024 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.6205,70.289
Conveyor Belt 4,3/4/2024 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.62025,70.216
Conveyor Belt 4,3/4/2024 17:45,Running,,1503.56,,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.62,70.143
Conveyor Belt 4,3/4/2024 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.61975,70.07
Conveyor Belt 4,3/4/2024 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.6195,69.997
Conveyor Belt 4,3/4/2024 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.61925,69.924
Conveyor Belt 4,3/4/2024 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.619,69.851
Conveyor Belt 4,3/4/2024 19:00,Running,,1491.35,,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.61875,69.778
Conveyor Belt 4,3/4/2024 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.6185,69.705
Conveyor Belt 4,3/4/2024 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.61825,69.632
Conveyor Belt 4,3/4/2024 19:45,Running,,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.618,69.559
Conveyor Belt 4,3/4/2024 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.61775,69.486
Conveyor Belt 4,3/4/2024 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,,14.48,375.32,1.6175,69.413
Conveyor Belt 4,3/4/2024 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.61725,69.34
Conveyor Belt 4,3/4/2024 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.617,69.267
Conveyor Belt 4,3/4/2024 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.61675,69.194
Conveyor Belt 4,3/4/2024 21:15,Running,,,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.6165,69.121
Conveyor Belt 4,3/4/2024 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.61625,69.048
Conveyor Belt 4,3/4/2024 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.616,68.975
Conveyor Belt 4,3/4/2024 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,14.79,379.97,1.61575,68.902
Conveyor Belt 4,3/4/2024 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.6155,68.829
Conveyor Belt 4,3/4/2024 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.61525,68.756
Conveyor Belt 4,3/4/2024 22:45,Running,,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.615,68.683
Conveyor Belt 4,3/4/2024 23:00,Running,,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377,1.61475,68.61
Conveyor Belt 4,3/4/2024 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.6145,68.537
Conveyor Belt 4,3/4/2024 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.61425,68.464
Conveyor Belt 4,3/4/2024 23:45,Running,,nan,0.05,76.106,ERROR,1.3,297.35,58.84,15.49,,1.614,68.391
Conveyor Belt 4,3/5/2024 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.61375,68.318
Conveyor Belt 4,3/5/2024 0:15,Running,,,0.04,ERROR,96.975,1.07,295.5,59.68,14.34,376.48,1.6135,68.245
Conveyor Belt 4,3/5/2024 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.61325,68.172
Conveyor Belt 4,3/5/2024 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.613,68.099
Conveyor Belt 4,3/5/2024 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.61275,68.026
Conveyor Belt 4,3/5/2024 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.6125,67.953
ERROR,3/5/2024 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.61225,67.88
Conveyor Belt 4,3/5/2024 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.612,67.807
Conveyor Belt 4,3/5/2024 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.61175,67.734
Conveyor Belt 4,3/5/2024 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.6115,67.661
Conveyor Belt 4,3/5/2024 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.61125,67.588
Conveyor Belt 4,3/5/2024 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.611,67.515
Conveyor Belt 4,3/5/2024 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.611,100
Conveyor Belt 4,3/5/2024 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.61075,99.927
Conveyor Belt 4,3/5/2024 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.6105,99.854
Conveyor Belt 4,3/5/2024 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,,15.87,383.58,1.61025,99.781
Conveyor Belt 4,ERROR,Running,,1494.29,nan,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.61,99.708
Conveyor Belt 4,3/5/2024 5:45,Running,,1502.74,0.05,nan,80.76,1.06,ERROR,60.6,14.29,384.55,1.60975,99.635
Conveyor Belt 4,3/5/2024 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.6095,99.562
Conveyor Belt 4,3/5/2024 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.60925,99.489
Conveyor Belt 4,3/5/2024 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.609,99.416
